chapter_number,verse_number,verse_id,verse_id_arabic,chapter_verses,chapter_title_english,chapter_title_arabic,chapter_title_persian,verse_subtitle_english,verse_text_persian,verse_text_english,verse_footnote_english
40,73,41:13:00,٧٣:٤٠,85,Forgiver,غافر,عفوکننده,,"از آنها سئوال خواهد شد: ""كجا هستند معبودانی كه به پرستش آنها مشغول بوديد،","They will be asked, ""Where are the idols you used to worship,",
40,74,41:14:00,٧٤:٤٠,85,Forgiver,غافر,عفوکننده,They Worshiped Nothing,"""در كنار خدا؟"" آنها خواهند گفت: ""آنها ما را ترك كرده اند. درحقيقت، هنگامی كه آنها را می پرستيديم، هیچ را پرستش می كرديم."" اين چنين خـدا كافران را به گمراهی می فرستد.","""beside GOD?"" They will say, ""They have abandoned us. In fact, when we worshiped them, we were worshiping nothing."" Thus does GOD send the disbelievers astray.",
40,75,41:15:00,٧٥:٤٠,85,Forgiver,غافر,عفوکننده,,اين به دليل آن است كه شما، پيش از اين در زمين با مرام و مكتب دروغين دلخوش بوديد و آنها را رواج می داديد.,"This is because you used to rejoice in false doctrines, on earth, and you used to promote them.",
40,76,41:16:00,٧٦:٤٠,85,Forgiver,غافر,عفوکننده,,داخل دروازه های جهنم شويد، جايی كه تا ابد بمانيد. چه سرنوشت فلاكت باری برای متكبران.,"Enter the gates of Gehenna, wherein you abide forever. What a miserable destiny for the arrogant ones.",
40,77,41:17:00,٧٧:٤٠,85,Forgiver,غافر,عفوکننده,,تو صبور باش، زيرا وعدهٔ خدا حق است. چه بخشی (از عذاب) را كه به آنها وعده داده ايم به تو نشان دهيم، چه پيش از آن به زندگی تو خاتمه دهيم، آنها به سوی ما مراجعت خواهند كرد.,"You shall be patient, for GOD's promise is truth. Whether we show you some of (the retribution) we have promised for them, or terminate your life before that, they will be returned to us.",
40,78,41:18:00,٧٨:٤٠,85,Forgiver,غافر,عفوکننده,God's Authorization for the Quran's Mathematical Miracle*,ما پيش از تو رسولانی فرستاده ايم- برخی از آنها را برای تو نام برديم و از برخی نام نبرديم. هيچ رسولی نمی تواند بدون مجوز از جانب خدا معجزه ای ارائه دهد.* هنگامی كه حکم خدا صادر شود، حقيقت غالب می شود و دروغگويان رسوا و خوار می شوند.,"We have sent messengers before you—some of them we mentioned to you, and some we did not mention to you. No messenger can produce any miracle without GOD's authorization.* Once GOD's judgment is issued, the truth dominates, and the falsifiers are exposed and humiliated.","*40:78 We learn from 17:45-46, 18:57, and 56:79 that the unbelievers have no access to the Quran; only the believers and the sincere seekers are permitted by God to understand it. The Quran's mathematical code, ""One of the great miracles"" (74:30-35), was authorized by God, and revealed through His Messenger of the Covenant (Appendix 2)."
40,79,41:19:00,٧٩:٤٠,85,Forgiver,غافر,عفوکننده,,خداست آن يكتايی كه چارپايان را برای شما آفريد؛ بر برخی سوار می شويد و از بعضی می خوريد.,"GOD is the One who created the livestock for you; some you ride, and some you eat.",
40,80,41:20:00,٨٠:٤٠,85,Forgiver,غافر,عفوکننده,,آنها علاوه بر آن، منفعت های ديگری برايتان دارند كه بسياری از احتياجات شما را برآورده می كنند. شما بر روی آنها و همچنين بر كشتی ها سوار می شويد.,"They also provide you with additional benefits that satisfy many of your needs. On them, as well as on the ships, you are carried.",
40,81,41:21:00,٨١:٤٠,85,Forgiver,غافر,عفوکننده,,او اين چنين مدرك هايش را به شما نشان می دهد. كداميك از مدرك های خدا را می توانيد انكار كنيد؟,He thus shows you His proofs. Which of GOD's proofs can you deny?,
40,82,41:22:00,٨٢:٤٠,85,Forgiver,غافر,عفوکننده,,آيا آنها در زمين سير نكرده اند تا به عاقبت كسانی كه پيش از آنها بودند، توجه كنند؟ آنها تعدادشان و قدرتشان بيشتر بود و در زمين صاحب ميراث بيشتری بودند؛ با اين حال، موفقيت هايی كه كسب كردند، كوچك ترين كمكی به آنها نكرد.,"Have they not roamed the earth and noted the consequences for those who preceded them? They used to be greater in number, greater in power, and possessed a greater legacy on earth. Yet, all their achievements did not help them in the least.",
40,83,41:23:00,٨٣:٤٠,85,Forgiver,غافر,عفوکننده,,هنگامی كه رسولانشان با مدرك های روشن نزدشان رفتند، آنها به دانشی كه به ارث برده بودند، دلخوش بودند و درست همان چيزهايی را كه مسخره می كردند، باعث سقوط آنها شد.,"When their messengers went to them with clear proofs, they rejoiced in the knowledge they had inherited, and the very things they ridiculed were the cause of their fall.",
40,84,41:24:00,٨٤:٤٠,85,Forgiver,غافر,عفوکننده,God ALONE,"پس از آن، هنگامی كه عذاب ما را ديدند، گفتند: ""اكنون ما فقط به خدا ايمان می آوريم و ديگر به عمل بت پرستی كه پيش از اين انجام می داديم، كافريم.","Subsequently, when they saw our retribution they said, ""Now we believe in GOD ALONE, and we now disbelieve in the idol worship that we used to practice.""",
40,85,41:25:00,٨٥:٤٠,85,Forgiver,غافر,عفوکننده,Too Late,هنگامی كه عذاب ما را ديدند، ايمانشان نمی توانست كوچك ترين كمكی به آنها بكند. چنين است روش خدا كه برای مخلوقاتش مقرر كرده است؛ كافران هميشه محکوم به فنا هستند.,"Their belief then could not help them in the least, once they saw our retribution. Such is GOD's system that has been established to deal with His creatures; the disbelievers are always doomed.",
41,0,41:0,٠:٤١,54,Detailed,فصلت,جزئيات کامل,,به نام خدا، بخشنده ترين، مهربان ترين.,"In the name of God, Most Gracious, Most Merciful.",
41,1,41:1,١:٤١,54,Detailed,فصلت,جزئيات کامل,,ح. م.*,H. M.*,"*41:1 For the significance of these Quranic Initials, see Footnote 40:1."
41,2,41:2,٢:٤١,54,Detailed,فصلت,جزئيات کامل,,تنزيلی از جانب بخشنده ترين، مهربان ترين.,"A revelation from the Most Gracious, Most Merciful.",
41,3,41:3,٣:٤١,54,Detailed,فصلت,جزئيات کامل,,کتابی آسمانی که آيات آن با تمام جزئيات بیان شده است، در قرآنی عربی، برای مردمی که می دانند.,"A scripture whose verses provide the complete details, in an Arabic Quran, for people who know.",
41,4,41:4,٤:٤١,54,Detailed,فصلت,جزئيات کامل,,مژده دهنده و هشداردهنده. اگر چه اكثرشان روی می گردانند؛ آنها نمی شنوند.,"A bearer of good news, as well as a warner. However, most of them turn away; they do not hear.",
41,5,41:5,٥:٤١,54,Detailed,فصلت,جزئيات کامل,,"آنها گفتند: ""ما تصميم خود را گرفته ايم و گوش هايمان پيام تو را نمی شنوند و پرده ای ما را از تو جدا می كند. هر كاری می خواهی انجام بده و ما نيز همين طور.""","They said, ""Our minds are made up, our ears are deaf to your message, and a barrier separates us from you. Do what you want, and so will we.""",
41,6,41:6,٦:٤١,54,Detailed,فصلت,جزئيات کامل,,"بگو: ""من جز بشری مانند شما نيستم كه به من وحی شده است كه خدای شما خدای يكتاست. بايد خود را به او اختصاص دهيد و از او طلب بخشش نماييد. وای بر مشركان.","Say, ""I am no more than a human being like you, who has been inspired that your god is one god. You shall be devoted to Him, and ask His forgiveness. Woe to the idol worshipers.",
41,7,41:7,٧:٤١,54,Detailed,فصلت,جزئيات کامل,,"""كسانی كه زکات (انفاق واجب) را نمی دهند و به آخرت ايمان ندارند.""","""Who do not give the obligatory charity (Zakat), and with regard to the Hereafter, they are disbelievers.""",
41,8,41:8,٨:٤١,54,Detailed,فصلت,جزئيات کامل,,و اما كسانی كه ايمان دارند و زندگی پرهيزكارانه ای را در پيش می گيرند، پاداش بسزايی دريافت می كنند.,"As for those who believe and lead a righteous life, they receive a well deserved recompense.",
41,9,41:9,٩:٤١,54,Detailed,فصلت,جزئيات کامل,,"بگو: ""شما به آن يكتايی كه زمين را در دو روز* آفريد، كافر می شويد و معبودانی را همتراز او قرار می دهيد، با آنكه او پروردگار جهان است.""*","Say, ""You disbelieve in the One who created the earth in two days,* and you set up idols to rank with Him, though He is Lord of the universe.""","*41:9-10 The ""days"" of creation represent a yardstick. Thus, the physical universe was created in two days, while the calculation of provisions for all the creatures on earth required four. This also teaches us that there is life only on this planet Earth."
41,10,41:10:00,١٠:٤١,54,Detailed,فصلت,جزئيات کامل,,او بر روی آن استحكاماتی (كوه ها) برای توازن قرار داد، آن را حاصلخيز نمود و روزی های آن را در چهار روز حساب كرد، تا نيازهای تمام ساكنان آن را تأمين نمايد.,"He placed on it stabilizers (mountains), made it productive, and He calculated its provisions in four days, to satisfy the needs of all its inhabitants.",
41,11,41:11:00,١١:٤١,54,Detailed,فصلت,جزئيات کامل,,"سپس او به آسمان پرداخت، هنگامی كه هنوز به صورت گاز بود و به آن و زمين گفت: ""به وجود بياييد، خواسته يا ناخواسته."" آنها گفتند: ""ما با ميل و رغبت می آييم.""","Then He turned to the sky, when it was still gas, and said to it, and to the earth, ""Come into existence, willingly or unwillingly."" They said, ""We come willingly.""",
41,12,41:12:00,١٢:٤١,54,Detailed,فصلت,جزئيات کامل,,اين چنين، او* هفت جهان را در دو روز تكميل كرد و برای هر جهان قوانينی مقرر نمود. و ما پايين ترين جهان را با چراغ هایی تزيين كرديم و در اطراف آن نگهبانانی قرار داديم. چنين است طراحی آن صاحب اقتدار، دانای مطلق.*,"Thus, He* completed the seven universes in two days, and set up the laws for every universe. And we* adorned the lowest universe with lamps, and placed guards around it. Such is the design of the Almighty, the Omniscient.","*41:12 God alone created the universe (18:51), but the angels participated in handling certain jobs in the lowest universe. Our universe cannot stand the physical presence of God (7:143). The plural tense acknowledges the angels' role in our universe (Appendix 10)."
41,13,41:13:00,١٣:٤١,54,Detailed,فصلت,جزئيات کامل,Warning,"اگر آنها روی گردانند، پس بگو: ""من به شما هشدار می دهم از مصيبتی مانند مصيبتی كه عاد و ثمود را هلاك كرد.""","If they turn away, then say, ""I am warning you of a disaster like the disaster that annihilated 'Ãd and Thamûd.""",
41,14,41:14:00,١٤:٤١,54,Detailed,فصلت,جزئيات کامل,,"رسولانشان نزد آنها رفتند، همان طوركه پيش از آنها و پس از آنها رفتند، می گفتند: ""جز خدا را نپرستيد."" آنها گفتند: ""اگر پروردگارمان می خواست، فرشتگان را می فرستاد. ما گفته های تو را باور نداريم.""","Their messengers went to them, as well as before them and after them, saying, ""You shall not worship except GOD."" They said, ""Had our Lord willed, He could have sent angels. We are disbelievers in what you say.""",
41,15,41:15:00,١٥:٤١,54,Detailed,فصلت,جزئيات کامل,,"و اما عاد، آنها در زمين متكبر شدند، با حقيقت مخالفت كردند و گفتند: ""چه كسی از ما قدرتمندتر است؟"" آيا متوجه نشدند كه خدايی كه آنها را آفريد، قدرتمندتر از آنهاست؟ آنها به آيات ما ناسپاس بودند.","As for 'Ãd, they turned arrogant on earth, opposed the truth, and said, ""Who is more powerful than we?"" Did they not realize that GOD, who created them, is more powerful than they? They were unappreciative of our revelations.",
41,16,41:16:00,١٦:٤١,54,Detailed,فصلت,جزئيات کامل,,درنتيجه، برای چند روزی شوم، بر آنها باد شديدی فرستاديم. ما اين چنين آنها را در اين دنيا به عذابی خواركننده گرفتار كرديم و مجازات آخرت به مراتب خواركننده تر است؛ آنها هرگز نمی توانند پيروز شوند.,"Consequently, we sent upon them violent wind, for a few miserable days. We thus afflicted them with humiliating retribution in this life, and the retribution of the Hereafter is more humiliating; they can never win.",
41,17,41:17:00,١٧:٤١,54,Detailed,فصلت,جزئيات کامل,,و اما ثمود، ما به آنها هدايت عطا كرديم، ولی آنها كوری را بر هدايت ترجيح دادند. درنتيجه، به خاطر آنچه كسب كردند، با عذابی مصيبت بار و شرم آور هلاك شدند.,"As for Thamûd, we provided them with guidance, but they preferred blindness over guidance. Consequently, the disastrous and shameful retribution annihilated them, because of what they earned.",
41,18,41:18:00,١٨:٤١,54,Detailed,فصلت,جزئيات کامل,,ما هميشه کسانی را که ايمان می آورند و زندگی پرهيزکارانه ای را در پيش می گيرند، نجات می دهيم.,We always save those who believe and lead a righteous life.,
41,19,41:19:00,١٩:٤١,54,Detailed,فصلت,جزئيات کامل,,روزی خواهد آمد که دشمنان خدا، به اجبار، به آتش دوزخ احضار شوند.,"The day will come when the enemies of GOD will be summoned to the hellfire, forcibly.",
41,20,41:20:00,٢٠:٤١,54,Detailed,فصلت,جزئيات کامل,,هنگامی که به آنجا برسند، شنوايی خودشان، چشمان و پوستشان بر همهٔ اعمالشان شهادت خواهند داد.,"Once they get there, their own hearing, eyes, and skins will bear witness to everything they had done.",
41,21,41:21:00,٢١:٤١,54,Detailed,فصلت,جزئيات کامل,The Video Record,"آنها به پوست خود خواهند گفت: ""چرا عليه ما شهادت داديد؟"" آنها پاسخ خواهند داد: ""خدا ما را به سخن واداشت؛ او یکتایی است که همه چيز را به سخن آورد. اوست یکتایی که نخستين بار شما را آفريد و اکنون نزد او بازگشته ايد.""","They will say to their skins, ""Why did you bear witness against us?"" They will reply, ""GOD made us speak up; He is the One who causes everything to speak. He is the One who created you the first time, and now you have been returned to Him.""",
41,22,41:22:00,٢٢:٤١,54,Detailed,فصلت,جزئيات کامل,,شما هرگز نمی توانيد چیزی را از شنوايی خود، چشمان خود، يا پوست خود پنهان كنيد. درواقع، شما گمان می كرديد كه خدا از بيشتر كارهای شما اطلاعی ندارد.,"There is no way you can hide from your own hearing, your eyes, or your skins. In fact, you thought that GOD was unaware of much of what you do.",
41,23,41:23:00,٢٣:٤١,54,Detailed,فصلت,جزئيات کامل,,چنين افكاری دربارهٔ پروردگارتان باعث سقوط شما می شود و سپس بازنده خواهيد شد.,"This kind of thinking about your Lord will cause you to fall, and then you become losers.",
41,24,41:24:00,٢٤:٤١,54,Detailed,فصلت,جزئيات کامل,,اگر آنها همين روش را ادامه دهند، سرنوشتشان دوزخ خواهد بود و اگر عذر و بهانه بياورند، عذرشان پذيرفته نخواهد شد.,"If they continue the way they are, Hell will be their destiny, and if they make up excuses, they will not be excused.",
41,25,41:25:00,٢٥:٤١,54,Detailed,فصلت,جزئيات کامل,The Jinn Companions,ما برای آنها همزادانی تعيين كرديم كه تمام اعمالشان را در نظرشان زيبا جلوه دهد. بنابراين آنها گرفتار همان سرنوشتی می شوند كه جوامع پيشين از جن ها و انسان ها گرفتار شدند، كه آنها نيز از بازندگان بودند.,"We assign to them companions who adorn everything they do in their eyes. Thus, they end up incurring the same fate as the previous communities of jinns and humans, who were also losers.",
41,26,41:26:00,٢٦:٤١,54,Detailed,فصلت,جزئيات کامل,,"كسانی كه كافر شدند، گفتند: ""به اين قرآن گوش ندهيد و آن را تحريف كنيد، باشد كه پيروز شويد.""","Those who disbelieved said, ""Do not listen to this Quran and distort it, that you may win.""",
41,27,41:27:00,٢٧:٤١,54,Detailed,فصلت,جزئيات کامل,,ما مسلماً اين كافران را به عذابی شديد مبتلا خواهيم كرد. ما مسلماً سزای اعمال پليدشان را خواهيم داد.,We will certainly afflict these disbelievers with a severe retribution. We will certainly requite them for their evil works.,
41,28,41:28:00,٢٨:٤١,54,Detailed,فصلت,جزئيات کامل,,چنين است مجازاتی كه در انتظار دشمنان خداست. دوزخ مكان ابدی آنها خواهد بود؛ سزايی بحق برای رد كردن آيات ما.,Such is the requital that awaits GOD's enemies. Hell will be their eternal abode; a just requital for discarding our revelations.,
41,29,41:29:00,٢٩:٤١,54,Detailed,فصلت,جزئيات کامل,On the Day of Judgment,"كسانی كه كافر شدند، خواهند گفت: ""پروردگار ما، كسانی را كه در ميان دو نوع- جن ها و انسان ها- ما را گمراه كردند، به ما نشان بده تا آنها را زير پايمان لگد كنيم و از پست ترين ها قرار دهيم.""","Those who disbelieved will say, ""Our Lord, show us those among the two kinds—jinns and humans—who misled us, so we can trample them under our feet, and render them the lowliest.""",
41,30,41:30:00,٣٠:٤١,54,Detailed,فصلت,جزئيات کامل,Perfect Happiness: Now and Forever,"كسانی كه اعلام می كنند: ""پروردگار ما خداست،"" سپس زندگی پرهيزكارانه ای را در پيش می گيرند، فرشتگان بر آنها فرود می آيند: ""شما نه ترسی داشته باشيد و نه اندوهی. شادمان باشيد از خبر خوشی كه بهشت به شما وعده داده شده است.","Those who proclaim: ""Our Lord is GOD,"" then lead a righteous life, the angels descend upon them: ""You shall have no fear, nor shall you grieve. Rejoice in the good news that Paradise has been reserved for you.",
41,31,41:31:00,٣١:٤١,54,Detailed,فصلت,جزئيات کامل,,"""ما ياران شما در زندگی اين دنيا و در آخرت هستيم. در آنجا هرچه آرزو كنيد، خواهيد داشت؛ هرچه بخواهيد متعلق به شما خواهد بود.","""We are your allies in this life, and in the Hereafter. You will have in it anything you wish for; you will have anything you want.",
41,32,41:32:00,٣٢:٤١,54,Detailed,فصلت,جزئيات کامل,,"""(چنين است) مكان نهايی شما از جانب آن آمرزنده، مهربان ترين.""","""(Such is your) ultimate abode, from a Forgiver, Most Merciful.""",
41,33,41:33:00,٣٣:٤١,54,Detailed,فصلت,جزئيات کامل,Submitters,"چه كسی می تواند بهتر از آن كه به سوی خدا دعوت می كند، سخن بگويد، اعمال پرهيزكارانه انجام می دهد و می گويد: ""من يكی از تسليم شدگان هستم؟""","Who can utter better words than one who invites to GOD, works righteousness, and says, ""I am one of the submitters""?",
41,34,41:34:00,٣٤:٤١,54,Detailed,فصلت,جزئيات کامل,,پاسخ خوب و پاسخ بد يكسان نيست. تو بايد به بهترين شيوه پاسخ دهی. بدين ترتيب، كسی كه پيش از اين دشمن تو بود، شايد بهترين دوست تو شود.,"Not equal is the good response and the bad response. You shall resort to the nicest possible response. Thus, the one who used to be your enemy, may become your best friend.",
41,35,41:35:00,٣٥:٤١,54,Detailed,فصلت,جزئيات کامل,,هيچ كس نمی تواند به اين مرحله برسد، مگر كسانی كه صبورانه استقامت می ورزند. هيچ كس نمی تواند به اين مرحله برسد، مگر كسانی كه واقعاً سعادتمند هستند.,None can attain this except those who steadfastly persevere. None can attain this except those who are extremely fortunate.,
41,36,41:36:00,٣٦:٤١,54,Detailed,فصلت,جزئيات کامل,When the Devil Entices You,هرگاه شيطان تو را به چيزی وسوسه کند، به خدا پناه بر. اوست شنوا، دانای مطلق.,"When the devil whispers an idea to you, you shall seek refuge in GOD. He is the Hearer, the Omniscient.",
41,37,41:37:00,٣٧:٤١,54,Detailed,فصلت,جزئيات کامل,Proofs of God,در ميان مدرك های او شب و روز و خورشيد و ماه است. در مقابل خورشيد و ماه سجده نكنيد؛ در مقابل خدا سجده كنيد كه آنها را آفريد، اگر واقعاً تنها او را پرستش می كنيد.,"Among His proofs are the night and the day, and the sun and the moon. Do not prostrate before the sun, nor the moon; you shall fall prostrate before the GOD who created them, if you truly worship Him alone.",
41,38,41:38:00,٣٨:٤١,54,Detailed,فصلت,جزئيات کامل,,اگر آنها در انجام اين كار بسيار متكبر باشند، پس كسانی كه نزد پروردگارت هستند شب و روز به تجليل او مشغولند، بدون آنكه هرگز خسته شوند.,"If they are too arrogant to do this, then those at your Lord glorify Him night and day, without ever tiring.",
41,39,41:39:00,٣٩:٤١,54,Detailed,فصلت,جزئيات کامل,,از مدرك های اوست كه زمين را راكد و آرميده می بينی، سپس، همينكه آب را بر آن می بارانیم، به جنبش درمی آید و زنده می شود. مسلماً يكتايی كه آن را زنده كرد، می تواند مرده را دوباره زنده كند. اوست قادر مطلق.,"Among His proofs is that you see the land still, then, as soon as we shower it with water, it vibrates with life. Surely, the One who revived it can revive the dead. He is Omnipotent.",
41,40,41:40:00,٤٠:٤١,54,Detailed,فصلت,جزئيات کامل,,مطمئناً، كسانی كه آيات ما را تحريف می كنند، از ما پنهان نيستند. آيا كسی كه در دوزخ افكنده می شود بهتر است يا كسی كه در روز رستاخيز ايمن و آسوده خاطر می آيد؟ هر كاری كه می خواهيد بكنيد؛ او بر همهٔ اعمالتان بيناست.,"Surely, those who distort our revelations are not hidden from us. Is one who gets thrown into Hell better, or one who comes secure on the Day of Resurrection? Do whatever you wish; He is Seer of everything you do.",
41,41,41:41:00,٤١:٤١,54,Detailed,فصلت,جزئيات کامل,Mathematical Miracle of the Quran*,كسانی كه مدرک قرآن* را هنگامی كه برای آنها آمد، تكذيب كرده اند، كتاب محترمی را نيز تكذيب كرده اند.,"Those who have rejected the Quran's proof * when it came to them, have also rejected an Honorable book.","*41:41 The word ""Zikr"" refers to the Quran's mathematical code, as made clear in 38:1."
41,42,41:42:00,٤٢:٤١,54,Detailed,فصلت,جزئيات کامل,,هيچ باطلی در گذشته يا در آينده نمی تواند به آن راه يابد؛* تنزيلی است از جانب حكيم ترين، قابل ستایش.,"No falsehood could enter it, in the past or in the future;* a revelation from a Most Wise, Praiseworthy.","*41:42 One of the major functions of the Quran's mathematical miracle is to guard every letter and every aspect of the Quran. Thus, any tampering is immediately recognized (Apps. 1 & 24)."
41,43,41:43:00,٤٣:٤١,54,Detailed,فصلت,جزئيات کامل,God's Messenger of the Covenant*,آنچه به تو گفته شد، دقيقاً همان چيزی است كه به رسولان قبلی گفته شد. پروردگارت صاحب بخشش است و همچنين صاحب عذابی دردناك.,"What is said to you is precisely what was said to the previous messengers. Your Lord possesses forgiveness, and He also possesses painful retribution.","*41:43 Mathematical proof shows that this verse refers to God's Messenger of the Covenant. By adding the gematrical value of ""Rashad"" (505), plus the value of ""Khalifa"" (725), plus this verse number (43), we get 505+725+43=1273=19x67. See Appendix 2."
41,44,41:44:00,٤٤:٤١,54,Detailed,فصلت,جزئيات کامل,Language is Irrelevant,"اگر آن را قرآنی غيرعربی قرار می داديم، می گفتند: ""چرا به آن زبان نازل شد؟"" چه به زبان عربی باشد يا غيرعربی، بگو: ""برای کسانی که ايمان می آورند، هدايت و شفاست. و اما کسانی که ايمان نمی آورند، نسبت به آن کر و کور خواهند بود، گويی از مکانی دوردست ندایشان می دهند.""","If we made it a non-Arabic Quran they would have said, ""Why did it come down in that language?"" Whether it is Arabic or non-Arabic, say, ""For those who believe, it is a guide and healing. As for those who disbelieve, they will be deaf and blind to it, as if they are being addressed from faraway.""",
41,45,41:45:00,٤٥:٤١,54,Detailed,فصلت,جزئيات کامل,,ما به موسی كتاب آسمانی داده ايم و در آن نيز اختلاف كردند. اگر به خاطر تصميم از پيش تعيين شدهٔ پروردگارت نبود، بلافاصله قضاوت شده بودند. حقیقتاً، آنها بسيار شكاک هستند.,"We have given Moses the scripture and it was also disputed. If it were not for your Lord's predetermined decision, they would have been judged immediately. Indeed, they harbor too many doubts.",
41,46,41:46:00,٤٦:٤١,54,Detailed,فصلت,جزئيات کامل,,هر كه اعمال پرهيزكارانه انجام دهد، به نفع خود عمل می كند و هر كه اعمال پليد انجام دهد، به ضرر خويش عمل می كند. پروردگارت هرگز نسبت به مردم بی عدالتی نمی كند.,"Whoever works righteousness, does so for his own good, and whoever works evil does so to his own detriment. Your Lord is never unjust towards the people.",
41,47,41:47:00,٤٧:٤١,54,Detailed,فصلت,جزئيات کامل,Idols Disown Their Followers,"علم آن ساعت (آخر دنيا)* نزد اوست. ""هيچ ميوه ای بدون علم او، از پوستهٔ خود بيرون نمی آيد و هيچ مؤنثی باردار نمی شود يا به دنيا نمی آورد. روزی خواهد آمد كه او از آنها سئوال كند: ""كجا هستند معبودانی كه شما در كنار من قرار می داديد؟"" آنها خواهند گفت: ""ما به تو اعلام می كنيم كه هيچ يك از ما به آن شهادت نمی دهيم.""*","With Him is the knowledge about the Hour (end of the world).* No fruits emerge from their sheaths, nor does any female conceive or give birth, without His knowledge. The day will come when He asks them: ""Where are those idols that you set up beside Me?"" They will say, ""We proclaim to You that none of us bears witness to that.""",*41:47 God has revealed this knowledge through His Messenger of the Covenant (Appendix 25).
41,48,41:48:00,٤٨:٤١,54,Detailed,فصلت,جزئيات کامل,,معبودانی كه به حد پرستش رسانده بودند، آنها را طرد خواهند كرد و آنها خواهند فهميد كه راه گريزی نخواهد بود.,"The idols they had idolized will disown them, and they will realize that there will be no escape.",
41,49,41:49:00,٤٩:٤١,54,Detailed,فصلت,جزئيات کامل,Bad Weather Friends,انسان هرگز از درخواست برای چيزهای خوب خسته نمی شود و هنگامی كه گزندی به او برسد، افسرده و مأيوس می شود.,"The human being never tires of imploring for good things. And when adversity befalls him, he turns despondent, desperate.",
41,50,41:50:00,٥٠:٤١,54,Detailed,فصلت,جزئيات کامل,,"و هرگاه پس از ناملايمات او را مورد رحمت قرار دهيم، می گويد: ""اين متعلق به من است. من ايمان ندارم كه هرگز آن ساعت فرا رسد. حتی اگر به سوی پروردگارم بازگردانده شوم، چيزهای بهتری نزد او خواهم يافت."" مسلماً، ما كافران را از تمام اعمالشان آگاه خواهيم ساخت و آنها را به عذابی سخت گرفتار خواهيم كرد.","And when we bless him after suffering some adversity, he says, ""This belongs to me. I do not believe that the Hour will ever come to pass. Even if I am returned to my Lord, I will find at Him better things."" Most certainly, we will inform the disbelievers of all their works, and will commit them to severe retribution.",
41,51,41:51:00,٥١:٤١,54,Detailed,فصلت,جزئيات کامل,,هنگامی كه نعمتی به انسان عطا كنيم، او روی می گرداند و دورتر و دورتر می شود و وقتی به بلایی گرفتار شود، با صدای بلند التماس می كند.,"When we bless the human being, he turns away, and drifts farther and farther away, and when he suffers any affliction, he implores loudly.",
41,52,41:52:00,٥٢:٤١,54,Detailed,فصلت,جزئيات کامل,,"اعلام كن: ""چه می کنيد اگر اين حقيقتاً از جانب خدا باشد و شما تصميم بگیرید که آن را تکذيب کنید؟ چه کسانی گمراه تر از آنان که تصميم بگيرند با اين مخالفت کنند؟""","Proclaim: ""What if this is truly from GOD, then you decide to reject it? Who are farther astray than those who decide to oppose this?""",
41,53,41:53:00,٥٣:٤١,54,Detailed,فصلت,جزئيات کامل,A Great Prophecy*,ما مدرك های خود را در افق ها و در درون خودشان به آنها نشان خواهيم داد، تا دريابند كه اين حقيقت است.* آيا پروردگارت به عنوان شاهد بر همه چيز كافی نيست؟,"We will show them our proofs in the horizons, and within themselves, until they realize that this is the truth.* Is your Lord not sufficient, as a witness of all things?","*41:53 The letters that compose this verse are 19, and their gematrical values add up to 1387, 19x73. This great prophecy, together with 9:33, 48:28, 61:9 & 110:2, informs us that the whole world is destined to accept the Quran as God's unaltered message (See Appendix 38)."
41,54,41:54:00,٥٤:٤١,54,Detailed,فصلت,جزئيات کامل,,حقيقتاً، آنها به ملاقات با پروردگارشان شک دارند. او از همه چيز كاملاً آگاه است.,"Indeed, they are doubtful about meeting their Lord. He is fully aware of all things.",
42,0,42:0,٠:٤٢,53,Consultation,الشورى,مشورت,,به نام خدا، بخشنده ترين، مهربان ترين.,"In the name of God, Most Gracious, Most Merciful.",
42,1,42:1,١:٤٢,53,Consultation,الشورى,مشورت,,ح. م.*,H.M.*,*42:1 These initials constitute a significant part of the Quran's miracle (Footnote 40:1).
42,2,42:2,٢:٤٢,53,Consultation,الشورى,مشورت,,ع. س. ق.*,A. S. Q.*,"*42:2 This is the only sura where we see the initials 'A.S.Q. ('Ayn Seen Qaf), and the total occurrence of these three letters in this sura is 209, 19x11. Also, the letter ""Q"" occurs in this sura 57 times, 19x3. The only other sura where we see the initial ""Q"" is Sura 50, and this letter occurs in that sura also 57 times (See Appendix 1)."
42,3,42:3,٣:٤٢,53,Consultation,الشورى,مشورت,,خداست که به تو و به کسانی که پيش از تو بودند وحی می فرستد، آن صاحب اقتدار، حکيم ترين.,"Inspiring you, and those before you, is GOD, the Almighty, Most Wise.",
42,4,42:4,٤:٤٢,53,Consultation,الشورى,مشورت,,همه چيز در آسمان ها و همه چيز در زمين از آن اوست، و اوست والاترين، بزرگ.,"To Him belongs everything in the heavens and everything on earth, and He is the Most High, the Great.",
42,5,42:5,٥:٤٢,53,Consultation,الشورى,مشورت,,نزديك است که آسمان های برفراز سرشان از هيبت و حرمت او متلاشی شوند. فرشتگان پروردگارشان را ستايش و تجليل می كنند و برای اهالی زمين طلب بخشش می نمايند. مسلماً خداست عفوکننده، مهربان ترين.,"The heavens above them almost shatter, out of reverence for Him, and the angels praise and glorify their Lord, and they ask forgiveness for those on earth. Absolutely, GOD is the Forgiver, Most Merciful.",
